id,agv,initTime,assignTime,pickupTime,comepleteTime
5174,72,2901.09195,2901.1,2903.05,2910.3
5171,74,2901.09195,2901.1,2903.5,2911.05
5183,87,2901.09195,2901.1,2906.25,2911.35
5164,69,2901.09195,2901.1,2902.55,2912.35
5188,25,2908.629696,2908.65,2910.2,2914.1
5172,83,2901.09195,2901.1,2905.9,2914.7
5155,53,2898.758497,2898.8,2899.95,2915.3
5165,81,2901.09195,2901.1,2902.3,2915.5
5186,59,2901.09195,2901.1,2904.15,2915.95
5159,51,2901.09195,2901.1,2902.25,2917.1
5190,46,2911.584258,2911.6,2913.0,2917.25
5169,75,2901.09195,2901.1,2902.8,2919.05
5185,48,2901.09195,2901.1,2902.25,2919.75
5180,62,2901.09195,2901.1,2909.65,2920.2
5194,39,2913.891234,2913.9,2916.1,2920.55
5158,64,2901.09195,2901.1,2902.25,2920.95
5202,58,2916.090877,2916.1,2917.55,2921.85
5195,70,2914.353488,2914.4,2915.85,2922.3
5181,61,2901.09195,2901.1,2903.65,2923.0
5178,65,2901.09195,2901.1,2906.05,2923.7
5162,68,2901.09195,2901.1,2902.3,2923.7
5168,67,2901.09195,2901.1,2902.8,2924.4
5177,84,2901.09195,2901.1,2903.6,2924.9
5160,71,2901.09195,2901.1,2902.25,2924.95
5161,76,2901.09195,2901.1,2902.3,2925.05
5189,43,2910.169231,2910.2,2911.35,2925.2
5184,60,2901.09195,2901.1,2907.85,2925.9
5196,57,2914.633989,2914.65,2916.1,2926.1
5201,83,2915.508408,2915.55,2919.0,2926.45
5173,21,2901.09195,2901.1,2902.25,2926.8
5179,85,2901.09195,2901.1,2904.9,2928.2
5213,56,2918.0322,2918.05,2923.1,2928.7
5217,30,2919.116995,2919.15,2920.3,2928.75
5166,79,2901.09195,2901.1,2902.55,2928.95
5187,18,2903.758497,2903.8,2904.95,2929.2
5204,52,2916.326297,2916.35,2917.8,2929.3
5200,45,2915.326655,2915.35,2917.25,2930.0
5197,63,2914.747048,2914.75,2916.5,2930.45
5191,50,2913.003936,2913.05,2914.7,2930.75
5167,82,2901.09195,2901.1,2902.25,2931.25
5192,77,2913.218247,2913.25,2914.4,2931.6
5203,80,2916.09195,2916.1,2917.25,2932.2
5215,88,2918.503041,2918.55,2924.4,2933.85
5207,42,2917.02576,2917.05,2919.9,2933.95
5205,73,2916.430054,2916.45,2918.6,2934.6
5226,40,2927.104114,2927.15,2928.6,2934.65
5219,49,2919.88551,2919.9,2927.65,2935.15
5199,47,2915.13059,2915.15,2917.05,2935.25
5193,72,2913.617174,2913.65,2915.6,2935.25
5176,66,2901.09195,2901.1,2904.9,2936.25
5228,70,2928.495886,2928.5,2929.85,2938.3
5229,29,2928.891592,2928.9,2930.45,2938.4
5198,55,2914.815742,2914.85,2916.0,2938.45
5216,44,2918.627549,2918.65,2919.8,2939.1
5247,92,2931.572451,2931.6,2936.35,2939.1
5224,58,2927.016816,2927.05,2929.4,2939.55
5214,54,2918.189624,2918.2,2921.4,2939.6
5206,69,2916.432916,2916.45,2918.3,2939.65
5234,39,2929.529875,2929.55,2932.85,2939.85
5210,86,2917.304472,2917.35,2921.85,2939.95
5236,48,2929.56136,2929.6,2935.95,2940.25
5223,41,2924.775671,2924.8,2926.25,2940.75
5245,64,2930.878712,2930.9,2937.1,2940.85
5221,59,2922.02576,2922.05,2924.85,2941.4
5227,83,2927.972809,2928.0,2931.1,2941.65
5218,89,2919.615027,2919.65,2927.35,2942.15
5235,36,2929.534884,2929.55,2930.7,2943.15
5258,85,2938.442218,2938.45,2940.05,2943.25
5240,18,2929.766726,2929.8,2932.85,2944.8
5241,65,2930.242576,2930.25,2934.85,2944.85
5208,78,2917.179964,2917.2,2918.35,2944.85
5209,74,2917.253667,2917.3,2919.55,2945.25
5225,35,2927.039356,2927.05,2928.2,2945.75
5242,45,2930.287657,2930.3,2937.75,2945.75
5251,88,2934.467979,2934.5,2940.25,2946.0
5244,38,2930.462254,2930.5,2936.05,2946.8
5237,62,2929.636494,2929.65,2932.2,2947.55
5211,81,2917.411091,2917.45,2924.15,2947.55
5260,40,2941.647943,2941.65,2942.8,2947.85
5230,46,2929.05975,2929.1,2931.35,2948.25
5261,77,2941.744186,2941.75,2944.5,2948.25
5266,22,2942.713417,2942.75,2943.9,2948.3
5271,63,2944.52737,2944.55,2946.6,2949.05
5253,25,2934.852236,2934.9,2936.05,2949.4
5248,84,2933.082648,2933.1,2941.2,2949.5
5232,51,2929.232916,2929.25,2931.8,2949.6
5212,87,2917.577818,2917.6,2923.65,2949.6
5249,37,2933.218247,2933.25,2935.0,2950.35
5252,61,2934.649016,2934.65,2940.6,2950.35
5257,73,2937.626476,2937.65,2939.65,2950.6
5268,82,2943.030411,2943.05,2944.5,2950.7
5259,92,2939.813596,2939.85,2941.7,2951.15
5274,72,2944.745617,2944.75,2947.25,2951.5
5270,67,2944.041503,2944.05,2947.05,2951.65
5233,53,2929.242934,2929.25,2932.8,2952.0
5269,58,2944.014311,2944.05,2947.25,2952.15
5231,56,2929.08551,2929.1,2931.85,2952.8
5222,91,2922.096243,2922.1,2927.15,2953.15
5280,42,2947.179249,2947.2,2948.75,2953.9
5255,49,2936.160286,2936.2,2941.85,2954.1
5276,19,2944.956708,2945.0,2946.45,2954.3
5220,90,2920.440787,2920.45,2927.5,2954.4
5250,20,2933.730948,2933.75,2935.4,2954.55
5267,43,2942.908766,2942.95,2944.25,2954.6
5289,62,2951.881216,2951.9,2953.3,2956.2
5264,80,2942.542397,2942.55,2945.0,2956.2
5272,39,2944.676923,2944.7,2946.45,2956.5
5246,21,2931.08551,2931.1,2935.55,2957.35
5238,75,2929.721646,2929.75,2932.25,2957.9
5262,79,2941.887657,2941.9,2945.0,2958.0
5243,52,2930.452236,2930.5,2935.25,2958.55
5239,57,2929.729159,2929.75,2934.45,2958.8
5279,76,2946.270125,2946.3,2949.3,2959.15
5288,24,2950.322719,2950.35,2951.7,2959.45
5282,48,2947.883005,2947.9,2949.6,2959.65
5273,71,2944.729159,2944.75,2948.7,2960.1
5277,44,2945.250089,2945.3,2947.8,2960.9
5256,60,2936.630411,2936.65,2938.8,2961.45
5265,34,2942.636136,2942.65,2944.1,2961.6
5292,55,2955.856887,2955.9,2957.8,2961.8
5290,40,2954.573882,2954.6,2956.5,2962.9
5286,33,2949.670125,2949.7,2951.85,2963.3
5283,54,2948.01288,2948.05,2949.85,2963.5
5294,41,2956.442218,2956.45,2957.8,2964.45
5287,50,2950.072272,2950.1,2951.25,2964.8
5304,84,2958.588551,2958.6,2960.65,2964.9
5299,74,2957.793918,2957.8,2959.25,2965.05
5263,64,2942.358497,2942.4,2946.6,2965.15
5297,32,2956.826476,2956.85,2958.3,2965.4
5275,70,2944.953846,2945.0,2947.0,2965.55
5293,63,2955.912701,2955.95,2957.9,2966.05
5281,35,2947.224687,2947.25,2951.95,2966.5
5312,19,2961.96136,2962.0,2963.15,2967.6
5296,83,2956.577818,2956.6,2958.95,2967.7
5278,68,2945.721646,2945.75,2948.5,2968.1
5316,81,2963.758497,2963.8,2965.6,2968.35
5254,93,2935.490161,2935.5,2942.35,2968.35
5313,56,2962.150268,2962.2,2965.35,2968.45
5300,23,2957.889088,2957.9,2959.55,2968.6
5285,86,2949.07263,2949.1,2951.35,2969.45
5303,67,2958.541682,2958.55,2960.0,2969.7
5310,78,2961.31449,2961.35,2962.5,2971.1
5311,21,2961.407513,2961.45,2962.6,2971.35
5284,89,2948.835778,2948.85,2951.45,2972.1
5307,51,2961.033989,2961.05,2962.35,2973.0
5295,45,2956.481574,2956.5,2957.65,2973.5
5318,46,2965.602147,2965.65,2967.45,2973.55
5322,30,2969.536673,2969.55,2971.0,2974.1
5308,36,2961.135599,2961.15,2963.05,2974.35
5314,47,2962.528086,2962.55,2964.3,2975.2
5317,29,2964.729159,2964.75,2966.3,2975.4
5301,25,2958.06941,2958.1,2960.6,2975.6
5305,38,2958.89517,2958.9,2960.45,2975.8
5298,69,2957.618605,2957.65,2959.5,2975.8
5309,31,2961.290877,2961.3,2962.45,2976.0
5315,91,2963.632558,2963.65,2966.25,2976.5
5321,44,2969.386047,2969.4,2970.95,2977.65
5332,28,2974.12737,2974.15,2975.6,2980.15
5328,87,2971.677996,2971.7,2972.7,2980.75
5323,35,2970.286225,2970.3,2971.75,2981.5
5319,90,2967.976744,2968.0,2969.9,2981.55
5337,39,2976.440787,2976.45,2977.6,2983.25
5339,26,2978.148837,2978.15,2979.4,2983.5
5324,50,2970.573882,2970.6,2972.7,2983.6
5306,53,2960.846512,2960.85,2962.7,2984.25
5320,37,2969.357424,2969.4,2970.85,2985.65
5291,85,2955.295528,2955.3,2958.45,2985.65
5334,32,2975.613596,2975.65,2977.6,2985.75
5302,22,2958.182469,2958.2,2959.65,2986.05
5325,60,2970.773166,2970.8,2972.75,2986.95
5330,41,2972.407156,2972.45,2973.6,2987.75
5326,59,2971.384615,2971.4,2972.85,2988.75
5329,55,2972.396422,2972.4,2974.15,2989.65
5342,27,2981.09195,2981.1,2982.25,2990.05
5348,63,2984.792844,2984.8,2985.95,2990.4
5338,43,2977.374597,2977.4,2978.75,2990.55
5345,89,2984.561717,2984.6,2985.35,2991.45
5333,49,2974.811807,2974.85,2976.0,2991.95
5344,30,2982.959928,2983.0,2985.15,2994.0
5349,21,2985.890519,2985.9,2987.35,2994.75
5353,25,2988.758497,2988.8,2989.95,2995.85
5331,18,2973.263685,2973.3,2974.45,2996.0
5341,51,2980.630054,2980.65,2981.8,2996.7
5327,19,2971.592129,2971.6,2972.75,2998.5
5340,46,2980.112343,2980.15,2981.6,2999.95
5336,33,2975.719499,2975.75,2977.2,3000.65
5343,29,2982.249016,2982.25,2984.8,3000.75
5357,26,2991.637209,2991.65,2993.45,3001.05
5361,17,2995.098032,2995.1,2996.85,3001.25
5346,47,2984.644007,2984.65,2986.0,3001.25
5360,48,2994.975671,2995.0,2996.2,3001.3
5347,40,2984.701968,2984.75,2986.4,3001.4
5352,20,2987.872272,2987.9,2989.75,3001.85
5356,28,2991.221467,2991.25,2993.3,3002.15
5335,24,2975.665832,2975.7,2977.75,3002.45
5355,34,2990.532737,2990.55,2992.1,3002.85
5359,27,2994.759213,2994.8,2997.2,3004.5
5368,30,3000.455098,3000.5,3003.1,3005.6
5367,35,2999.29517,2999.3,3002.25,3005.65
5365,25,2999.147048,2999.15,3000.85,3005.9
5350,23,2986.383542,2986.4,2988.05,3006.1
5351,62,2987.83542,2987.85,2989.9,3006.15
5354,31,2989.233631,2989.25,2990.7,3007.15
5362,43,2995.284436,2995.3,2997.05,3009.25
5369,21,3000.581753,3000.6,3002.75,3009.45
5364,36,2998.794275,2998.8,3000.25,3009.75
5358,50,2991.975671,2992.0,2994.0,3012.35
5363,56,2995.349553,2995.35,2996.5,3013.55
5370,37,3001.09195,3001.1,3004.05,3014.65
5371,51,3005.440787,3005.45,3010.1,3016.15
5376,35,3013.738104,3013.75,3014.9,3017.4
5366,32,2999.233631,2999.25,3000.7,3018.15
5372,45,3006.122004,3006.15,3007.6,3018.85
5379,30,3015.571377,3015.6,3016.75,3020.3
5373,79,3006.250089,3006.3,3007.45,3022.85
5381,17,3016.09195,3016.1,3017.55,3023.95
5375,22,3011.745259,3011.75,3012.9,3024.1
5378,28,3015.051163,3015.1,3016.55,3025.75
5383,81,3022.039356,3022.05,3023.2,3026.0
5374,52,3011.222182,3011.25,3012.4,3027.65
5385,38,3024.817174,3024.85,3026.0,3029.1
5384,78,3023.093023,3023.1,3024.55,3030.05
5386,16,3025.553488,3025.6,3027.05,3031.35
5388,27,3026.791413,3026.8,3028.25,3033.75
5389,21,3028.191055,3028.2,3029.35,3034.55
5377,20,3013.991413,3014.0,3015.15,3035.35
5380,18,3015.762433,3015.8,3017.5,3038.1
5391,17,3034.233631,3034.25,3035.4,3038.65
5382,72,3021.784973,3021.8,3022.95,3043.15
5392,50,3034.722361,3034.75,3035.9,3044.1
5395,28,3038.794991,3038.8,3039.95,3044.55
5387,19,3025.553488,3025.6,3027.05,3046.05
5390,37,3028.792129,3028.8,3029.95,3049.55
5394,67,3036.168515,3036.2,3037.35,3049.75
5396,74,3039.0,3039.05,3040.2,3051.1
5401,82,3047.096243,3047.1,3048.25,3051.65
5398,62,3042.096243,3042.1,3043.25,3054.85
5399,36,3044.573166,3044.6,3046.05,3056.8
5402,21,3049.875492,3049.9,3051.35,3057.85
5393,16,3035.98712,3036.0,3037.75,3058.75
5397,77,3039.627907,3039.65,3040.8,3061.6
5422,70,3059.09195,3059.1,3060.25,3064.8
5419,54,3059.09195,3059.1,3060.8,3065.15
5406,41,3057.929517,3057.95,3059.4,3065.2
5417,81,3059.09195,3059.1,3061.2,3065.6
5429,53,3059.09195,3059.1,3060.55,3065.85
5413,79,3059.09195,3059.1,3060.65,3066.35
5415,76,3059.09195,3059.1,3060.85,3066.5
5400,42,3046.693023,3046.7,3047.85,3066.8
5418,73,3059.09195,3059.1,3061.15,3066.9
5410,55,3059.09195,3059.1,3060.3,3067.0
5420,71,3059.09195,3059.1,3060.55,3067.25
5403,65,3051.825045,3051.85,3053.05,3068.9
5409,63,3059.09195,3059.1,3060.25,3069.05
5424,66,3059.09195,3059.1,3060.25,3069.15
5430,74,3059.09195,3059.1,3063.0,3070.4
5441,26,3064.513059,3064.55,3065.7,3070.9
5405,59,3057.441503,3057.45,3058.6,3071.4
5436,88,3059.09195,3059.1,3065.0,3071.45
5433,64,3059.09195,3059.1,3060.25,3071.7
5404,68,3052.292665,3052.3,3053.45,3071.7
5435,37,3059.09195,3059.1,3064.25,3071.9
5438,35,3060.294097,3060.3,3061.75,3072.05
5411,75,3059.09195,3059.1,3060.25,3074.25
5407,58,3059.09195,3059.1,3060.55,3074.45
5412,49,3059.09195,3059.1,3060.3,3075.2
5439,72,3063.700894,3063.75,3067.7,3075.75
5440,38,3064.18068,3064.2,3065.85,3075.8
5423,83,3059.09195,3059.1,3065.35,3075.95
5416,23,3059.09195,3059.1,3060.25,3076.1
5434,60,3059.09195,3059.1,3060.25,3077.0
5408,80,3059.09195,3059.1,3060.3,3077.25
5442,52,3067.905188,3067.95,3069.6,3077.5
5414,78,3059.09195,3059.1,3060.25,3078.6
5444,34,3070.85975,3070.9,3072.05,3080.15
5443,62,3070.787835,3070.8,3072.25,3080.65
5448,73,3073.047585,3073.05,3074.2,3080.9
5432,87,3059.09195,3059.1,3063.35,3081.05
5451,25,3073.291592,3073.3,3074.75,3081.3
5460,42,3074.956708,3075.0,3077.6,3081.8
5454,70,3073.846154,3073.85,3076.05,3082.25
5426,85,3059.09195,3059.1,3064.95,3082.3
5469,54,3076.461538,3076.5,3078.35,3082.4
5445,48,3072.022898,3072.05,3073.2,3082.8
5457,51,3074.591055,3074.6,3076.05,3083.05
5425,84,3059.09195,3059.1,3065.3,3083.65
5431,16,3059.09195,3059.1,3062.55,3083.7
5464,31,3075.953488,3076.0,3077.15,3083.85
5452,67,3073.742397,3073.75,3076.45,3084.85
5467,30,3076.355635,3076.4,3077.55,3085.45
5474,18,3077.426834,3077.45,3078.6,3085.9
5421,82,3059.09195,3059.1,3063.7,3085.95
5427,69,3059.09195,3059.1,3061.45,3086.05
5447,57,3073.002504,3073.05,3074.9,3087.0
5449,56,3073.166369,3073.2,3075.5,3087.25
5479,65,3079.722361,3079.75,3083.8,3087.3
5453,66,3073.792129,3073.8,3076.95,3087.7
5472,72,3077.018247,3077.05,3082.55,3088.15
5481,75,3082.039356,3082.05,3084.05,3088.2
5437,89,3059.513059,3059.55,3066.35,3088.3
5463,79,3075.496959,3075.5,3077.0,3088.6
5462,55,3075.423256,3075.45,3079.7,3088.8
5459,77,3074.863685,3074.9,3078.3,3091.15
5483,29,3085.319499,3085.35,3086.8,3091.25
5450,71,3073.227907,3073.25,3075.05,3091.25
5478,53,3078.598211,3078.6,3083.2,3091.7
5461,63,3075.286583,3075.3,3078.8,3091.95
5477,64,3078.505188,3078.55,3085.9,3091.95
5428,86,3059.09195,3059.1,3068.0,3091.95
5476,83,3078.196064,3078.2,3083.6,3094.25
5446,61,3072.792844,3072.8,3074.25,3094.55
5465,40,3076.028265,3076.05,3077.85,3094.7
5482,59,3084.739893,3084.75,3086.25,3094.8
5470,23,3076.629696,3076.65,3079.0,3095.15
5458,36,3074.782111,3074.8,3076.7,3095.15
5484,87,3085.475492,3085.5,3087.35,3095.15
5456,39,3074.394991,3074.4,3077.6,3095.95
5497,65,3088.746333,3088.75,3091.55,3097.05
5466,81,3076.27263,3076.3,3078.35,3097.1
5491,52,3087.490519,3087.5,3089.25,3097.45
5488,42,3086.837925,3086.85,3088.8,3097.7
5510,55,3092.334168,3092.35,3094.6,3097.7
5487,32,3085.85975,3085.9,3087.35,3098.05
5511,41,3092.417174,3092.45,3093.9,3098.35
5503,35,3090.518784,3090.55,3092.15,3098.9
5493,38,3087.905546,3087.95,3089.4,3099.25
5498,75,3088.845796,3088.85,3093.85,3099.35
5490,54,3087.361717,3087.4,3089.45,3099.4
5473,88,3077.234347,3077.25,3083.35,3099.7
5509,79,3091.506261,3091.55,3094.95,3099.75
5480,47,3081.126655,3081.15,3082.6,3100.05
5495,19,3088.052952,3088.1,3089.25,3100.1
5455,76,3073.865474,3073.9,3075.35,3100.85
5512,48,3092.441503,3092.45,3093.9,3101.3
5514,50,3093.47907,3093.5,3095.25,3101.65
5468,74,3076.45975,3076.5,3079.3,3101.65
5505,60,3090.820036,3090.85,3092.95,3102.4
5499,67,3089.507692,3089.55,3093.8,3102.4
5475,58,3077.761002,3077.8,3082.8,3102.45
5494,68,3087.907692,3087.95,3092.5,3102.6
5519,29,3097.029696,3097.05,3098.2,3102.9
5496,62,3088.350268,3088.4,3091.1,3102.95
5471,49,3076.650447,3076.7,3081.9,3103.85
5492,80,3087.605009,3087.65,3090.15,3104.1
5518,20,3096.234347,3096.25,3097.9,3104.25
5485,46,3085.665832,3085.7,3087.15,3104.45
5524,28,3099.914848,3099.95,3101.55,3105.05
5489,73,3087.088372,3087.1,3089.3,3105.55
5516,53,3095.45975,3095.5,3097.6,3105.7
5500,22,3089.562075,3089.6,3091.65,3105.85
5525,77,3100.237567,3100.25,3101.9,3106.3
5506,51,3090.90161,3090.95,3092.2,3106.45
5515,56,3093.930948,3093.95,3095.6,3107.15
5517,66,3095.977818,3096.0,3099.9,3109.1
5542,31,3105.759928,3105.8,3106.95,3109.6
5502,78,3090.083721,3090.1,3097.1,3109.95
5520,84,3097.335957,3097.35,3099.95,3109.95
5504,85,3090.64186,3090.65,3096.45,3111.25
5538,63,3104.175313,3104.2,3106.35,3111.9
5486,70,3085.758855,3085.8,3089.55,3112.0
5541,75,3104.597496,3104.6,3106.4,3112.3
5529,82,3102.079428,3102.1,3104.2,3112.4
5533,44,3103.105546,3103.15,3104.3,3112.55
5507,72,3091.215027,3091.25,3096.45,3112.6
5523,71,3099.550626,3099.6,3101.9,3112.8
5522,45,3098.480859,3098.5,3100.45,3112.9
5532,17,3103.047585,3103.05,3104.2,3113.0
5528,87,3101.723077,3101.75,3103.35,3113.05
5548,24,3108.758497,3108.8,3110.55,3113.3
5534,59,3103.152057,3103.2,3104.95,3113.45
5539,76,3104.374955,3104.4,3106.9,3114.2
5508,21,3091.375313,3091.4,3092.85,3114.55
5501,57,3089.779606,3089.8,3092.3,3115.6
5544,37,3106.375671,3106.4,3107.55,3116.6
5521,23,3098.290519,3098.3,3100.05,3116.95
5526,69,3100.814311,3100.85,3103.25,3117.35
5550,73,3109.624329,3109.65,3111.5,3117.5
5531,26,3102.172451,3102.2,3103.85,3118.05
5543,67,3106.115206,3106.15,3108.8,3118.15
5549,77,3108.821467,3108.85,3111.45,3118.45
5557,56,3114.699106,3114.7,3115.95,3118.75
5527,18,3101.453309,3101.5,3103.75,3119.15
5536,42,3103.957782,3104.0,3105.6,3119.15
5540,43,3104.450089,3104.5,3107.4,3119.25
5546,48,3107.998569,3108.0,3110.05,3119.7
5535,86,3103.243649,3103.25,3106.7,3120.25
5545,89,3106.447227,3106.45,3109.1,3121.1
5558,47,3114.835778,3114.85,3116.9,3121.6
5537,88,3104.172451,3104.2,3107.75,3121.8
5554,50,3113.230054,3113.25,3115.6,3122.3
5513,64,3093.232916,3093.25,3099.65,3122.95
5530,65,3102.097317,3102.1,3104.45,3123.05
5552,41,3109.719499,3109.75,3111.0,3123.7
5559,16,3115.178533,3115.2,3116.65,3125.7
5553,80,3113.112701,3113.15,3114.7,3126.25
5556,53,3114.551699,3114.6,3115.75,3126.95
5561,38,3115.826834,3115.85,3117.0,3127.0
5551,40,3109.712343,3109.75,3112.3,3127.4
5555,60,3113.524866,3113.55,3115.1,3127.5
5571,75,3119.542039,3119.55,3121.0,3127.65
5547,79,3108.457245,3108.5,3110.85,3129.25
5575,74,3122.176744,3122.2,3123.9,3130.0
5562,62,3117.197138,3117.2,3118.35,3131.3
5572,68,3119.72093,3119.75,3121.35,3131.4
5563,51,3117.300894,3117.35,3119.55,3131.9
5574,44,3121.53059,3121.55,3124.1,3132.65
5568,32,3118.792129,3118.8,3119.95,3132.85
5573,66,3119.987835,3120.0,3121.45,3132.95
5560,39,3115.343113,3115.35,3117.75,3133.0
5580,22,3125.991413,3126.0,3127.45,3133.35
5577,17,3124.312701,3124.35,3125.5,3134.1
5570,52,3119.463327,3119.5,3120.65,3134.3
5567,20,3118.046512,3118.05,3119.8,3135.95
5565,87,3117.894812,3117.9,3120.05,3136.8
5564,28,3117.318784,3117.35,3118.5,3137.5
5578,49,3125.319499,3125.35,3127.2,3137.7
5595,26,3133.155635,3133.2,3135.35,3138.15
5598,69,3133.726655,3133.75,3136.0,3139.6
5599,27,3134.729159,3134.75,3136.5,3139.8
5569,31,3119.389624,3119.4,3120.9,3140.1
5566,19,3117.939893,3117.95,3119.1,3140.45
5592,30,3132.327728,3132.35,3133.8,3140.95
5576,46,3123.360286,3123.4,3125.0,3141.0
5585,21,3129.70161,3129.75,3132.0,3141.5
5589,50,3130.651163,3130.7,3132.2,3141.6
5593,71,3132.394275,3132.4,3133.85,3141.8
5597,36,3133.698748,3133.7,3136.0,3141.85
5579,42,3125.624329,3125.65,3126.85,3141.85
5586,57,3130.146691,3130.15,3131.75,3141.9
5588,48,3130.324866,3130.35,3131.5,3142.3
5582,70,3126.872987,3126.9,3128.7,3142.65
5581,33,3126.178891,3126.2,3127.35,3142.85
5590,25,3130.943828,3130.95,3133.0,3143.6
5583,45,3126.986047,3127.0,3128.85,3144.05
5605,17,3139.013596,3139.05,3141.2,3144.3
5587,24,3130.277639,3130.3,3132.35,3144.85
5591,16,3131.447585,3131.45,3133.55,3145.75
5584,43,3127.501968,3127.55,3129.35,3145.85
5600,61,3135.584258,3135.6,3136.75,3146.75
5601,47,3136.934526,3136.95,3138.4,3147.0
5594,67,3132.804293,3132.85,3135.3,3149.0
5606,44,3139.391771,3139.4,3141.55,3150.25
5609,18,3142.608229,3142.65,3144.1,3150.9
5604,41,3139.000358,3139.05,3141.2,3151.3
5596,37,3133.373882,3133.4,3135.55,3151.45
5614,40,3145.553488,3145.6,3147.95,3156.4
5616,30,3147.96136,3148.0,3149.45,3156.75
5612,60,3145.09839,3145.1,3146.25,3156.85
5607,34,3139.98068,3140.0,3141.75,3157.15
5608,26,3141.386047,3141.4,3143.45,3157.25
5618,23,3149.280859,3149.3,3151.05,3157.35
5610,51,3142.723435,3142.75,3144.2,3158.3
5602,29,3137.446154,3137.45,3139.2,3158.45
5613,20,3145.361717,3145.4,3146.25,3159.05
5615,59,3145.677281,3145.7,3147.2,3159.15
5624,16,3154.937388,3154.95,3156.1,3160.25
5623,27,3153.841145,3153.85,3155.6,3160.65
5603,38,3138.399284,3138.4,3140.8,3160.9
5619,46,3151.644365,3151.65,3153.5,3162.85
5620,33,3152.716995,3152.75,3153.85,3163.4
5626,21,3156.693381,3156.7,3158.3,3165.3
5628,50,3159.125581,3159.15,3160.6,3167.0
5617,36,3148.36136,3148.4,3150.95,3167.25
5611,22,3143.455456,3143.5,3145.75,3167.75
5631,19,3163.22898,3163.25,3164.4,3169.0
5630,39,3159.970662,3160.0,3162.05,3171.15
5621,17,3153.188551,3153.2,3154.35,3171.9
5635,32,3166.049374,3166.05,3167.8,3171.9
5625,35,3155.668694,3155.7,3157.6,3174.5
5622,25,3153.399284,3153.4,3155.15,3174.55
5627,28,3156.721288,3156.75,3158.4,3178.6
5629,58,3159.177818,3159.2,3160.35,3179.45
5632,42,3164.511628,3164.55,3166.4,3180.3
5639,45,3173.812522,3173.85,3175.7,3180.9
5633,30,3164.905188,3164.95,3166.4,3182.55
5636,31,3167.026834,3167.05,3168.5,3184.8
5634,23,3165.571735,3165.6,3166.75,3185.95
5638,47,3173.493381,3173.5,3174.7,3186.15
5637,18,3167.306619,3167.35,3169.1,3188.1
5645,43,3185.6,3185.65,3187.4,3191.0
5640,27,3177.836852,3177.85,3179.3,3192.4
5648,39,3188.318426,3188.35,3189.6,3193.9
5643,34,3180.515564,3180.55,3182.5,3195.3
5646,82,3187.096243,3187.1,3188.25,3196.75
5649,17,3192.011449,3192.05,3193.2,3196.9
5655,74,3192.284436,3192.3,3193.95,3199.5
5674,73,3192.284436,3192.3,3195.65,3199.75
5641,19,3178.791413,3178.8,3179.95,3200.4
5664,79,3192.284436,3192.3,3193.75,3201.0
5675,72,3192.284436,3192.3,3196.3,3201.35
5684,36,3196.497317,3196.5,3199.4,3202.1
5660,66,3192.284436,3192.3,3193.95,3202.7
5667,84,3192.284436,3192.3,3194.6,3202.8
5642,16,3180.354204,3180.4,3182.15,3203.2
5657,63,3192.284436,3192.3,3193.5,3203.2
5651,18,3192.284436,3192.3,3195.5,3203.6
5676,64,3192.284436,3192.3,3197.95,3203.85
5662,83,3192.284436,3192.3,3193.75,3204.0
5656,80,3192.284436,3192.3,3193.75,3204.1
5653,23,3192.284436,3192.3,3193.4,3204.3
5678,71,3192.284436,3192.3,3197.95,3205.2
5680,89,3192.284436,3192.3,3196.4,3205.35
5663,46,3192.284436,3192.3,3193.45,3205.65
5644,81,3184.478712,3184.5,3185.65,3206.0
5672,76,3192.284436,3192.3,3193.45,3207.25
5671,65,3192.284436,3192.3,3194.55,3209.15
5683,69,3193.524866,3193.55,3199.5,3209.55
5647,20,3188.004293,3188.05,3189.2,3209.95
5659,52,3192.284436,3192.3,3193.45,3210.05
5658,57,3192.284436,3192.3,3194.25,3210.05
5679,68,3192.284436,3192.3,3193.45,3210.15
5650,67,3192.284436,3192.3,3193.45,3210.25
5677,88,3192.284436,3192.3,3197.75,3210.55
5691,73,3205.36136,3205.4,3207.15,3210.85
5668,85,3192.284436,3192.3,3199.5,3211.65
5682,26,3192.712343,3192.75,3193.9,3211.75
5695,32,3206.603578,3206.65,3208.25,3211.85
5697,79,3206.935599,3206.95,3208.95,3212.05
5652,47,3192.284436,3192.3,3193.6,3212.1
5686,38,3201.539893,3201.55,3203.3,3212.4
5665,56,3192.284436,3192.3,3197.6,3212.5
5690,59,3205.178175,3205.2,3206.75,3212.7
5704,64,3208.552773,3208.6,3210.05,3213.0
5666,62,3192.284436,3192.3,3194.0,3213.5
5654,75,3192.284436,3192.3,3193.5,3213.95
5698,39,3207.605367,3207.65,3208.8,3214.35
5709,83,3208.876923,3208.9,3212.1,3214.75
5702,54,3208.126297,3208.15,3210.95,3215.35
5694,72,3206.411091,3206.45,3210.05,3215.7
5716,18,3209.403578,3209.45,3214.0,3216.75
5669,77,3192.284436,3192.3,3194.05,3217.2
5689,58,3205.148122,3205.15,3206.6,3217.35
5717,69,3209.561002,3209.6,3214.8,3218.15
5670,86,3192.284436,3192.3,3198.25,3218.35
5688,82,3203.285152,3203.3,3205.65,3218.45
5708,66,3208.821109,3208.85,3210.8,3218.85
5718,90,3209.694097,3209.7,3215.85,3219.0
